Year,Month,Day,Sum of Total_Bookings,Sum of adr,Sum of revenue,Cancellation %
2017,December,28,,12128100.03,32877649.66,0.371373064
2017,December,29,,12128100.03,32877649.66,0.371373064
2017,December,30,,12128100.03,32877649.66,0.371373064
2017,December,31,,12128100.03,32877649.66,0.371373064
2016,January,31,2215,12128100.03,32877649.66,0.371373064
2015,November,30,2320,12128100.03,32877649.66,0.371373064
2015,July,31,2763,12128100.03,32877649.66,0.371373064
2015,December,31,2900,12128100.03,32877649.66,0.371373064
2017,January,31,3659,12128100.03,32877649.66,0.371373064
2016,December,31,3828,12128100.03,32877649.66,0.371373064
2016,February,29,3857,12128100.03,32877649.66,0.371373064
2015,August,31,3877,12128100.03,32877649.66,0.371373064
2017,February,28,4155,12128100.03,32877649.66,0.371373064
2016,November,30,4432,12128100.03,32877649.66,0.371373064
2016,July,31,4552,12128100.03,32877649.66,0.371373064
2016,March,31,4788,12128100.03,32877649.66,0.371373064
2015,October,31,4919,12128100.03,32877649.66,0.371373064
2017,August,31,4925,12128100.03,32877649.66,0.371373064
2017,March,31,4951,12128100.03,32877649.66,0.371373064
2016,August,31,5054,12128100.03,32877649.66,0.371373064
2015,September,30,5084,12128100.03,32877649.66,0.371373064
2016,June,30,5280,12128100.03,32877649.66,0.371373064
2017,July,31,5313,12128100.03,32877649.66,0.371373064
2016,September,30,5383,12128100.03,32877649.66,0.371373064
2016,April,30,5404,12128100.03,32877649.66,0.371373064
2016,May,31,5466,12128100.03,32877649.66,0.371373064
2017,April,30,5641,12128100.03,32877649.66,0.371373064
2017,June,30,5647,12128100.03,32877649.66,0.371373064
2016,October,31,6176,12128100.03,32877649.66,0.371373064
2017,May,31,6313,12128100.03,32877649.66,0.371373064
